comments,new_comments
"Ben should've said, ""Nice threat. If you don't get your hand off of me, you'll draw back a stump!""",ben should have say nice threat if you do not get your hand off of I you will draw back a stump
Bunch of IDIOTS!! SO GEHH,bunch of idiot so gehh
Zoey your a bully,zoey your a bully
Always remember liberalism is a mental disorder.,always remember liberalism be a mental disorder
Man Ben was the only non AI,man ben be the only non ai
ItÃ¢â¬â¢s is a MAN finished the end.   You canÃ¢â¬â¢t change your genetics people       Go BENÃ¢_x009d_Â¤,its be a man finish the end you can not change your genetic people go ben_xd _
Clown world what a crazy world man wtf,clown world what a crazy world man wtf
"We are not woman, we just feel like a woman and interested man.",we be not woman we just feel like a woman and interested man
"Well, I USED to like Dr. Drew but even HE called BRUCE JENNER, ""she.""  Afraid of being cancelled so he sold his soul to the Left.",well I use to like dr drew but even he call bruce jenner she afraid of be cancel so he sell his soul to the left
"Yeah, that ""tough guy"" wouldn't have said SH*T if Stone Cold Steve Austin, for instance had said that.  Or Connor McGregor.  Only gets ""tough"" to 5' 5"" or whatever Ben Shapiro.  COWARD.",yeah that tough guy would not have say sht if stone cold steve austin for instance have say that or connor mcgregor only get tough to    or whatever ben shapiro coward
She just told Ben he didn't know what he was talking about which was rude.  He responded in kind.,she just tell ben he do not know what he be talk about which be rude he respond in kind
"Damn, is this your ""Great America"" ?",damn be this your great america
This guy just proved he should be called sir. Hilarious.,this guy just prove he should be call sir hilarious
Read Dueteronomy 22:5. Its called in The Holy Bible Detestable and is Sin.  Repent or Perish in The Lake of Fire Forever,read dueteronomy   its call in the holy bible detestable and be sin repent or perish in the lake of fire forever
"I'm on both sides and against both sides of this. Shapiro talks too fast, like a chipmunk on speed. Don't trust anyone who talks that fast. Aside from him not having the balls to Stand up to a buffoon like Trump. So I like seeing him get threatened.

The whole gender identity thing is fishy to me. I think a lot about the whole drag queen story hour, where a drag queen goes into a kindergarten to read fairy tales to children. Firstly, How can they tell ""Jack and Jill, when up the hill?"" Was jack a girl? Was Jill a man? Then you take the drag queen out of it, and imagine a grown man wants to spend his spare time, going to kindergartens. I would say that dude's a pedophile. I would take my kid out of that school.",I be on both side and against both side of this shapiro talk too fast like a chipmunk on speed do not trust anyone who talk that fast aside from he not have the ball to stand up to a buffoon like trump so I like see he get threaten the whole gender identity thing be fishy to I I think a lot about the whole drag queen story hour where a drag queen go into a kindergarten to read fairy tale to child firstly how can they tell jack and jill when up the hill be jack a girl be jill a man then you take the drag queen out of it and imagine a grown man want to spend his spare time go to kindergarten I would say that dude a pedophile I would take my kid out of that school
"""Facts don't care about your feelings"" ... Who would have thought that eight years later, this would have been a #1 rap hit ?",fact do not care about your feeling   who would have think that eight year later this would have be a   rap hit
Little hat,little hat
theyÃ¢â¬â¢re so scared of these people lol,they re so scared of these people lol
"Ambulances donÃ¢â¬â¢t take you home,",ambulance do not take you home
Hahahahaha Ben is an alien,hahahahaha ben be an alien
"Who cares what he she is?? Who CARES? EHATEVER. why it deserves a prize?????

She reacts in a very manly manner and her body language is very manly as well",who care what he she be who care ehatever why it deserve a prize she react in a very manly manner and her body language be very manly as well
I thought ambulances take you to hospital not to your home!!!,I think ambulance take you to hospital not to your home
"So ben states facts and is threatened, and everyone sticks up for Zoe. This is the problem people endorsing the issue and walking on eggshells so as to not upset the minority.",so ben states fact and be threaten and everyone stick up for zoe this be the problem people endorse the issue and walk on eggshell so as to not upset the minority
And Now The Man Comes Out Of A Transwomen. Funny That. This Is Perfect xample Zoe The Real Man.,and now the man come out of a transwoman funny that this be perfect xample zoe the real man
Ok American are idiot,ok american be idiot
Testestrone still in there,testestrone still in there
"Ben should have randomly picked out of his drawer full of attorney's names one or two of them and sue the pants (er, the dress) off of Ms. Jennings.",ben should have randomly pick out of his drawer full of attorney name one or two of they and sue the pant er the dress off of ms jenning
wtf does everything have to be deemed insulting lol,wtf do everything have to be deem insult lol
I noticed Ben didn't do it again.,I notice ben do not do it again
Disgusting ........ specimen of humanity.,disgust   speciman of humanity
She threaten him. Lay her hands on him and nothing. If their  roles was reverse he would be in jail.,she threaten he lie her hand on he and nothing if their role be reverse he would be in jail
